column,protocol,outer_seed,planned_budget,actual_budget,sample_id,canonical_smiles,role,parent_role,full_data_definition,training_label_count,n_total_filtered,parent_budget
40g,row,2767143051,100,100,76a5293ed7591127c009,CCC(=O)c1cccc(Br)c1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,76d5f88e39ed2ce5d349,CC(C)C(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,775d66101224460fa88d,Clc1ccccc1I,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,78c3c584333980fbee0a,COc1cccc(OC)c1C=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7b1aa962535e1989c714,O=C(Cc1ccccc1)c1ccccc1,validation,validation,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7b9d65dea79bcc07f7aa,COC(=O)C#CC(=O)OC,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7bc2d1492af9be81fd07,Cc1ccccc1C=O,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7bf849950eaf2917af82,CCCCCCCCCCCCc1cc(Br)sc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7c5d4482a7648a5a6c6a,Cc1cccc(C=O)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7d6aa1c8967e6a76cc92,CCOC(=O)C(C)(C)Br,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7d976bbe5a51508b1c3b,CCOC(=O)/C=C/c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7dce9d50550bfd1ab75c,CC(Br)C(=O)OC(C)(C)C,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,7f43676d99539c046a68,COC(=O)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,80168e91e0ca0a291963,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,805a3198d4098eae7f38,CCOC(=O)C(C)(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8078326b607a3ba1d79f,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,811b939aaafe9b20a8b1,O=C(CC(=O)C(F)(F)F)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8173e353ebaa4897662a,N#Cc1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,822d97e86525588ba1d7,O=C(Cc1ccccc1)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,82514329e616bf995215,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,82f4283ddbfc6c9900be,CCOC(=O)/C=C(/C)N,validation,validation,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8307b3c4173b735e7fdc,O=[P+](Oc1ccccc1)Oc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,847efa7565c18da31ae2,FC(F)(F)Oc1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,84e59c12c97181bbf80d,COc1ccc(C=O)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,857832f741585699e3d4,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,85aebbdb4f29eb7bb11e,COC(=O)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,85dcd8f8d31c76dab322,Cc1ccc(Cl)cc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,866c77a9f4812c10c2b9,O=Cc1c(F)cccc1F,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,873616e6f25772b751b7,CCC(O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,87a501695d347c109fb8,O=Cc1cc(Br)ccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,88ed69819d593e8afef1,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8b1406694a4bcfa15996,CCOC(=O)C(C)(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8b3ab2768e043414f4aa,Cc1ccc(Cl)cc1Br,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8baa70e9ea9d975a6452,FC(F)(F)Oc1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8bbfd76aa20e4d93e0d8,CCOC(=O)/C=C(/C)N,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8c415fa13f514833bcc7,COC(=O)c1ccc(Cl)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8c5dbb2e0333e49f8872,CC(=O)c1c(C)cc(C)cc1C,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8c72f25ace6a67670746,CCOC(=O)C(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8d5d518ba9d24e7f05cb,COC(=O)Cc1ccc(Br)cc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8dd12f731e88ae2f2bf7,O=C1CCCc2ccccc21,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8e41a80de0a77e5be96e,CC(=O)CC(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,8f3c08f6c103d1b6c5dd,O=Cc1c(Br)cccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,91159214f17401ad9615,O=Cc1ccccc1[N+](=O)[O-],gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,938aa1f03522f95364e8,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,939c2cd403b28f8fdd05,COc1cc(Br)cc(OC)c1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,93a876f8a44c467a6d57,CCOC(=O)C(C)(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,93b6cd688cff46f00698,Clc1ccccc1I,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,94096f55f10b5eab94cf,COC(=O)Cc1ccc(Br)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,94d80ae67031fa7fdb65,COC(=O)Cc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,9512e617626eef5366d1,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,95a3f47ecb2b2992506d,O=C(c1ccccc1)C1CCCCC1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,95ad7227144a5e3d4f8b,FC(F)(F)Oc1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,95e624a673f4a918c1c4,C/C(=N\O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,96413b5dbf0afac1b050,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,validation,validation,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,96872af4372da039dcd5,O=Cc1ccc2c(c1)CCO2,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,969b1be00d162f266272,O=Cc1ccc(-c2ccccc2)cc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,96b40d5ce5b925a7c08f,Clc1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,96ecc8d7211404bb0601,CCOC(=O)CC(=O)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,988232ddaa2cacc792a6,O=C(c1ccccc1)C1CCCCC1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,99a358a1afb5dc46f26d,Ic1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,99d8adea6a56f02792c5,COc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,9ad3dc9dcb7bf0a43a57,COC(=O)c1ccc(C(C)(C)C)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,9bfd562c41ba570967e2,O=Cc1c(Br)cccc1Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,9c71709419c4ba78d6a9,CCCCCCC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,9d339b5182d562394df6,COc1ccccc1C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a00fd7b19caeafb9c333,CCOC(=O)C(Cc1ccccc1)C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a0e76678616e5f829351,COc1ccc(Br)c(C)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a1918a5abc4ecb30e553,O=Cc1c(F)cccc1F,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a223509b94ea219a27fb,COc1ccccc1C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a27953b22601ee9faf71,O=Cc1ccc(Br)cc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a2a56cf1db8f6baf02ee,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a3b2c1711d23795c4d76,CC(=O)c1ccc(C)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a40ecd5d67c12caf0888,COC(=O)c1ccccc1N,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a4c33bbdf59543400745,O=C(CC(=O)C(F)(F)F)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a50adbd38145edd9b7ba,Brc1ccc2c(c1)OCO2,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a53ceba7abca76ca2552,CCOC(=O)C(Cc1ccccc1)C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a7505daca496f98df560,O=Cc1c(F)cccc1F,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a789826a9ea342979997,C=C(C)C(=O)OCCOC(=O)CC(C)=O,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a823af3db6a9e57eba06,O=C(Cc1ccccc1)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a89f3d2488b5459d883f,CC(C)C(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a9327c0ddf79e3c275ec,Clc1ccccc1I,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,a9e305eb3f8bad12813a,CC(=O)c1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,aa4cf1449136194f0da7,Clc1ccccc1I,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,aaa07822cb9383fdaf53,O=Cc1ccccc1[N+](=O)[O-],test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ab6fe9d43265cfe12520,Brc1ccc2c(c1)OCO2,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,abc2cd8f4a8e6314424a,COC(=O)c1ccccc1O,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ac3d2851ff7693fd86b4,Cc1cccc(C=O)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,acf253a4f190e3a1bce7,COC(=O)CC(=O)C1CC1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ad0d29c596fc13e13392,COC(=O)C#CC(=O)OC,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ad550d1e1931969837cf,O=C1CCCc2ccccc21,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ad87a67c0f1a6ebaebfa,CC(=O)c1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ada99ad41867861a5c14,CC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ae26998c8a3eb1f269c5,COc1ccc(C=O)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ae585d0fa5d22cb49d7b,CC(C)(CCl)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,aefa6831a8f275203536,COc1cc(Br)cc(OC)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,af4aabe4d6e55d198b51,Brc1ccccc1-c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b083e33e93185d2b7e77,CC(=O)c1ccc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b12dd93c5342503c138f,O=Cc1ccc2ccccc2c1Br,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b134643e82fa289d8e9e,Clc1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b135607882745fcc1b68,CCC(=O)c1cccc(Br)c1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b1534f63fa5511df64a5,N#Cc1ccccc1Br,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b15f6e22de34050a122e,CC(=O)c1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b2d25dcd52bceea504fd,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b3584b969dcbf71eedfb,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b40fd8fc15a3d0bc1e81,CCCCCCC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b434c6e12f1c429d68a5,Cc1ccccc1C=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b58d317706f9c38c4b52,O=Cc1ccc(Br)cc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b5c903329e057c999e1e,CC(=O)c1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b6377ae1fa7b4f5b2be1,Cc1ccccc1C=O,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b676a447da369617ca34,Brc1ccccc1-c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b7ca30fc1aac5dc15133,CC(=O)c1cccc(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b829dab7c73abb5e2170,COc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b83981d396fc0d812b4f,CCCCCCCCCCCCc1cc(Br)sc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b90bb5a4d4e1ba62ae0e,CC(=O)c1ccc(F)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b9e0895f9d39bca3a43d,CC(=O)c1ccc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,b9efa5537ca514c12397,CCOC(=O)C(Cc1ccccc1)C(C)=O,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bad055687afd9ae81774,CCOC(=O)Cc1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bae61371df5627a3022d,COC(=O)CC(=O)C1CC1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bb02e7e7eac380b18c00,O=Cc1cc(Br)ccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bb5183226f30452c07b9,O=Cc1c(F)cccc1F,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bd1c89d59d7d27c59242,CCC(=O)c1cccc(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bd9b2eac43f696add676,Cc1ccc(C=O)c(C)c1,validation,validation,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,bdbc3c4c4a67afcfe78f,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,be645be09746d65ab28f,Cc1ccc(Cl)cc1Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c17a8fdc4b250fc72828,Clc1ccccc1I,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c1ca1d2d3435e80cc5b4,CCOC(=O)/C=C(/C)N,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c26799c4958fd6c5331a,Brc1ccccc1-c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c2e27bd4b2b3628c4ca9,CC(=O)c1ccc(C)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c39c531b129c53bc7d5c,Brc1ccc2c(c1)OCO2,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c3f9c2e64e100cfd1642,CCC(=O)c1cccc(Br)c1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c41081aba07f0df70ad9,CC(C)C(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c47d3ac4b60cc6691c5c,O=Cc1c(F)cccc1F,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c47e64b9c5f417d45666,COc1ccc(Br)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c4ca13eb71255aa41895,O=Cc1c(Br)cccc1Br,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c4f131709fb64e868bf7,O=Cc1c(Br)cccc1Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c4f9caf2cdc6a1ccc5f9,O=Cc1c(Br)cccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c65c4f37e1f24928b5b7,CC(C)(CCl)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c75fe3ccc355ca63c7b5,COC(=O)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c7ad6e85bad42f99e393,O=C(CC(=O)C(F)(F)F)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c80f31efb2f9b8ae281d,CC(Br)C(=O)OC(C)(C)C,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c826b031776b9e37cfa7,Brc1ccc2occc2c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c844b16fa6f3c3c0345f,COc1ccc(C=O)c(O)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c85a8c9a2eb43e392ffb,O=Cc1ccc(Br)cc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,c9c7059e90ca5a9299ec,CSc1ccc(C=O)cc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ca06fa53f09b1ffe3b3f,N#Cc1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ca1438b169275f547d3d,FC(F)(F)Oc1ccc(I)c(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ca3cf4d3f80061fc497d,Brc1ccc2c(c1)OCO2,validation,validation,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,caeb330ac18eb00bf82b,COC(=O)Cc1cccc2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cb5219038ba8b35a0002,CCOC(=O)/C=C(/C)N,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cba7636798d41377ad53,CCCCCCC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cbfecb0134a2704dc070,CC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cc8a1e088145113b68ab,COc1ccc(C=O)c(O)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cc8c868fc0b53f8aa81e,CCOC(=O)CC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cd3c14e06e70e83e511c,Clc1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cd5a377b6e93d981a5a5,O=Cc1cc(Br)ccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cd81bb5aeb73fa7d2d26,Cc1ccc(C=O)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ce77f376ab45750c98b7,CC(=O)c1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,ce998320e746f397eae7,COc1ccccc1C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,cee7a0f6aee9c2a283dd,CCOC(=O)c1cccnc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d008a827f3272626df8c,O=Cc1ccccc1[N+](=O)[O-],gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d0186945e2c208a000d1,CCOC(=O)C(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d056ed1b31d952394fff,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d0b680afdaf95b835ac5,CC(C)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d124467124e601f635e7,O=C(CCCCl)c1ccc(F)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d1b854e6f2b364f56d7d,O=Cc1cc(Br)ccc1O,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d392ba7babf2dec4a299,CCC(O)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d3b753ea679462f92c86,CC(=O)c1ccc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d4438b8374837e5c7ae0,CCOC(=O)C(C)(C)Br,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d44772d8011d9de062d0,Cc1ccccc1C=O,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d4597f5db16aadb843ff,CC(=O)c1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d4c4fd5fb16b3705232a,Cc1ccccc1C=O,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d4f74c5f3d61b0dd49d8,CC(=O)c1ccc(F)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d5053d107ee483b91010,CCOC(=O)Cc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d5550211e2b65179350d,BrCCCc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d575ee3f9bf4ce07ff74,CC(=O)c1ccc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d671b6f496570529a67a,Cc1ccccc1C#N,test,test,all_retained_non_validation_non_test_rows,359,456,100
40g,row,2767143051,100,100,d6c876d8ba0eba9304ae,O=C(/C=C/c1ccccc1)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,359,456,100
